Regional-Schlüssel;Stadtkreis/kreisfreie Stadt/Landkeis;within;home;incoming;outgoing
082110000000;Baden-Baden, Stadt;14080;1680;18990;10330
082120000000;Karlsruhe, Stadt;99070;9950;104200;40380
082150017017;Ettlingen, Stadt;6950;1250;16940;10820
082150046046;Malsch;1810;260;2850;5210
082150064064;Östringen, Stadt;1590;320;2010;4520
082150084084;Ubstadt-Weiher;1280;420;1800;5090
082150096096;Karlsbad;2710;550;5190;5260
082150097097;Kraichtal, Stadt;1870;390;1510;5290
082150101101;Pfinztal;1950;600;1860;6700
082150102102;Eggenstein-Leopoldshafen;1920;500;6600;5800
082150105105;Linkenheim-Hochstetten;920;220;820;4800
082150106106;Waghäusel, Stadt;3330;500;4940;6450
082150108108;Rheinstetten, Stadt;2260;600;2970;7880
082150109109;Stutensee, Stadt;2000;640;4210;9490
082150110110;Waldbronn;1470;360;2330;4250
082155001100;Bad Schönborn;1570;270;2530;4210
082155002007;Bretten, Stadt;6200;710;9330;6950
082155003009;Bruchsal, Stadt;9540;1110;20850;10080
082155004099;Graben-Neudorf;1610;260;3000;4200
082155005059;Oberderdingen;1910;310;3640;3090
082155006066;Philippsburg, Stadt;1610;290;3960;4020
082160015015;Gaggenau, Stadt;5310;700;8250;8080
082165002007;Bühl, Stadt;7090;680;12230;7530
082165003009;Durmersheim;1060;350;1320;4970
082165004017;Gernsbach, Stadt;2160;270;2870;4670
082165005043;Rastatt, Stadt;11430;780;20040;10170
082165007049;Sinzheim;920;370;1950;4680
082210000000;Heidelberg, Stadt;46590;5550;65270;23610
082220000000;Mannheim, Universitätsstadt;93370;6180;112170;42100
082250014014;Buchen (Odenwald), Stadt;4560;350;4350;3930
082255001109;Walldürn, Stadt;2350;440;3490;2890
082255005058;Mosbach, Stadt;6400;650;9810;3940
082260009009;Brühl;1120;360;1730;5630
082260012012;Dossenheim;840;390;1520;5080
082260018018;Eppelheim, Stadt;1380;310;3460;5870
082260028028;Heddesheim;1070;350;3110;4250
082260037037;Ketsch;1200;380;2110;4640
082260038038;Ladenburg, Stadt;1600;420;4260;3670
082260041041;Leimen, Stadt;2220;740;3470;10020
082260060060;Nußloch;890;380;2230;4410
082260062062;Oftersheim;670;250;920;4870
082260076076;Sandhausen;1210;400;1790;5930
082260082082;Schriesheim, Stadt;1510;440;1840;5730
082260084084;Schwetzingen, Stadt;2550;600;8040;8240
082260095095;Walldorf, Stadt;2750;520;17770;4010
082260096096;Weinheim, Stadt;8900;1780;15930;10730
082260103103;St. Leon-Rot;1840;360;5310;4480
082260105105;Edingen-Neckarhausen;1010;360;1770;5280
082265001013;Eberbach, Stadt;3460;370;3800;2900
082265003031;Hemsbach, Stadt;940;350;1070;4690
082265004032;Hockenheim, Stadt;2990;470;5810;7050
082265005056;Neckargemünd, Stadt;1400;430;3250;4440
082265008085;Sinsheim, Stadt;8400;940;8240;8000
082265010098;Wiesloch, Stadt;4010;960;13090;7710
082310000000;Pforzheim, Stadt;31750;2740;34600;19090
082355001006;Altensteig, Stadt;2170;340;2690;2720
082355006085;Calw, Stadt;4540;650;7210;5360
082355007046;Nagold, Stadt;4750;790;7770;5160
082355008079;Bad Wildbad, Stadt;2180;340;1670;2150
082360004004;Birkenfeld;1340;320;3800;3680
082360046046;Niefern-Öschelbronn;1480;280;3570;4090
082360071071;Remchingen;1470;400;2320;4220
082360072072;Straubenhardt;1580;420;2180;3620
082365004040;Mühlacker, Stadt;4910;780;6610;6710
082370004004;Baiersbronn;4610;570;1700;2910
082375002028;Freudenstadt, Stadt;6180;740;7210;4400
082375003040;Horb am Neckar, Stadt;5840;700;5190;6870
083110000000;Freiburg im Breisgau, Stadt;77690;7850;63240;26140
083150076076;Neuenburg am Rhein, Stadt;2060;320;3060;3810
083155001006;Bad Krozingen, Stadt;3000;590;5880;5350
083155002015;Breisach am Rhein, Stadt;2540;330;2790;4550
083155005047;Gundelfingen;960;320;2710;4530
083155012074;Müllheim, Stadt;3770;580;6050;4700
083155017113;Titisee-Neustadt, Stadt;3180;450;3210;2570
083165001009;Denzlingen;1470;280;2430;5160
083165003011;Emmendingen, Stadt;4880;780;7800;7460
083165003043;Teningen;1620;330;3520;4100
083165006056;Waldkirch, Stadt;4170;450;6170;5730
083170031031;Friesenheim;1790;250;1620;4870
083170057057;Kehl, Stadt;9120;1030;7660;6790
083170153153;Rheinau, Stadt;2120;270;1680;3610
083175001001;Achern, Stadt;5610;640;8070;6850
083175002026;Ettenheim, Stadt;1770;280;2190;4380
083175003034;Gengenbach, Stadt;2080;200;2640;3120
083175007065;Lahr/Schwarzwald, Stadt;11220;1190;12970;8440
083175009089;Oberkirch, Stadt;5190;600;4520;4890
083175010096;Offenburg, Stadt;17360;1850;25870;9800
083255002045;Oberndorf am Neckar, Stadt;3280;430;4610;3240
083255003049;Rottweil, Stadt;6200;940;10360;5490
083255005053;Schramberg, Stadt;5680;780;7160;4280
083255006057;Sulz am Neckar, Stadt;2670;320;2890;3390
083260003003;Bad Dürrheim, Stadt;1700;650;3170;3690
083260005005;Blumberg, Stadt;2740;230;2100;2200
083260052052;St. Georgen im Schwarzwald, Stadt;3410;290;3040;3030
083265001012;Donaueschingen, Stadt;5290;740;7980;5040
083265004074;Villingen-Schwenningen, Stadt;24410;2020;19330;12260
083275004046;Spaichingen, Stadt;2720;270;3540;3200
083275005049;Trossingen, Stadt;2600;460;2800;4340
083275006050;Tuttlingen, Stadt;11160;850;14100;4340
083350063063;Radolfzell am Bodensee, Stadt;6350;960;8020;8010
083355001022;Engen, Stadt;1590;250;2300;3290
083355002028;Gottmadingen;1220;300;2210;3610
083355004043;Konstanz, Universitätsstadt;27440;2200;12350;10080
083355005075;Singen (Hohentwiel), Stadt;11790;1230;18190;8750
083355005100;Rielasingen-Worblingen;1140;340;1200;4930
083355006079;Stockach, Stadt;3630;650;5150;4160
083360084084;Steinen;970;260;1560;3850
083360091091;Weil am Rhein, Stadt;5540;580;7300;8170
083360105105;Grenzach-Wyhlen;2130;340;3310;4550
083365003050;Lörrach, Stadt;10850;920;13790;12630
083365004069;Rheinfelden (Baden), Stadt;7380;830;4940;7750
083365007081;Schopfheim, Stadt;3640;590;4760;5540
083370116116;Wehr, Stadt;2130;410;1660;3840
083375005096;Bad Säckingen, Stadt;4040;340;5750;3650
083375007126;Waldshut-Tiengen, Stadt;5850;840;8400;4710
084150019019;Eningen unter Achalm;1080;370;2600;4060
084150059059;Pfullingen, Stadt;2170;420;4580;6000
084150061061;Reutlingen, Stadt;30410;2230;31540;23240
084155002050;Metzingen, Stadt;4360;560;10160;5770
084155003053;Münsingen, Stadt;3210;500;2560;3680
084155005078;Bad Urach, Stadt;2390;340;3930;3310
084160041041;Tübingen, Universitätsstadt;25920;3450;28590;14050
084160048048;Ammerbuch;1110;380;1340;4500
084165002025;Mössingen, Stadt;3120;790;3910;6240
084165003036;Rottenburg am Neckar, Stadt;7440;1250;5490;12360
084170013013;Burladingen, Stadt;2110;260;1240;3850
084170025025;Haigerloch, Stadt;2000;270;1240;3410
084175001079;Albstadt, Stadt;13460;930;9680;6660
084175002002;Balingen, Stadt;9690;1200;10210;6180
084175004031;Hechingen, Stadt;3740;370;5600;5190
084175005044;Meßstetten, Stadt;1830;210;2210;3330
084210000000;Ulm, Universitätsstadt;36780;4490;60700;19920
084250039039;Erbach, Stadt;1870;280;2230;4920
084250141141;Blaustein;1460;410;1330;6310
084255002020;Blaubeuren, Stadt;2390;350;3510;3000
084255005033;Ehingen (Donau), Stadt;6780;1060;9130;5070
084255007071;Laichingen, Stadt;2810;510;2340;2660
084255008072;Langenau, Stadt;2520;570;3560;4150
084265003021;Biberach an der Riß, Stadt;9930;900;19300;4920
084265005070;Laupheim, Stadt;5640;460;8720;4510
084265007097;Riedlingen, Stadt;2010;490;2930;2600
084350035035;Meckenbeuren;2100;420;3370;4480
084355002016;Friedrichshafen, Stadt;19120;1520;20630;8780
084355003034;Markdorf, Stadt;2290;580;4090;3880
084355005052;Salem;1670;440;2050;3910
084355006057;Tettnang, Stadt;3790;630;6340;5560
084355007059;Überlingen, Stadt;5690;980;7000;3930
084360010010;Bad Wurzach, Stadt;3440;500;1840;3420
084360049049;Isny im Allgäu, Stadt;4280;320;4420;2190
084365002009;Bad Waldsee, Stadt;5130;620;4120;4760
084365004055;Leutkirch im Allgäu, Stadt;6640;920;4700;4330
084365005064;Ravensburg, Stadt;12750;1470;24370;11020
084365005082;Weingarten, Stadt;4080;420;10880;7330
084365007081;Wangen im Allgäu, Stadt;7440;730;6950;5210
084375004088;Pfullendorf, Stadt;3760;320;5510;2700
084375005100;Bad Saulgau, Stadt;4300;380;4200;4080
084375006104;Sigmaringen, Stadt;4150;540;8360;2940
091610000000;Ingolstadt;44250;4010;56180;16730
091620000000;München, Landeshauptstadt;552900;52630;355880;150550
091630000000;Rosenheim;16410;2340;24560;12330
091710111111;Altötting, St;2390;480;6590;3320
091710112112;Burghausen, St;5710;410;12400;2520
091710113113;Burgkirchen a.d.Alz;1540;280;3860;3190
091720114114;Bad Reichenhall, GKSt;4510;520;6150;3120
091720118118;Freilassing, St;3320;460;5700;4650
091730112112;Bad Tölz, St;4280;580;6250;4180
091730126126;Geretsried, St;5150;590;4930;6280
091730147147;Wolfratshausen, St;2850;500;6430;5520
091740115115;Dachau, GKSt;7000;1490;12440;15230
091740126126;Karlsfeld;1800;530;5580;7610
091750115115;Ebersberg, St;1760;610;5100;3430
091750122122;Grafing b.München, St;1650;730;2420;4360
091750127127;Markt Schwaben, M;1380;240;4050;5100
091750132132;Vaterstetten;1680;1150;3670;7840
091750135135;Poing;1280;430;5390;5800
091760123123;Eichstätt, GKSt;3720;480;6310;2530
091760126126;Gaimersheim, M;1270;290;6680;4400
091770115115;Dorfen, St;2470;770;2290;4270
091770117117;Erding, St;7150;1150;12260;10530
091780120120;Eching;1520;520;6690;5330
091780124124;Freising, GKSt;12370;1410;33880;11710
091780143143;Moosburg a.d.Isar, St;2840;460;4130;5590
091780145145;Neufahrn b.Freising;2450;620;5020;7210
091790118118;Eichenau;890;450;1360;4380
091790121121;Fürstenfeldbruck, GKSt;6290;1190;11950;10340
091790123123;Germering, GKSt;4100;1180;6140;14020
091790126126;Gröbenzell;1480;790;3610;7320
091790134134;Maisach;1190;610;3110;5210
091790142142;Olching;2440;880;3100;10630
091790145145;Puchheim, St;1480;540;4780;7440
091800117117;Garmisch-Partenkirchen, M;8710;770;5980;2940
091800124124;Murnau a.Staffelsee, M;2900;450;5000;2430
091810114114;Dießen am Ammersee, M;1620;640;1370;2800
091810130130;Landsberg am Lech, GKSt;6510;970;11370;6950
091820120120;Holzkirchen, M;2630;620;6430;5050
091820125125;Miesbach, St;2750;240;4690;2960
091830128128;Mühldorf a.Inn, St;4040;410;10070;4180
091830148148;Waldkraiburg, St;4600;730;4420;5150
091840119119;Garching b.München, St;2900;450;16670;4910
091840120120;Gräfelfing;1140;670;6300;4260
091840122122;Grünwald;1020;870;6260;2910
091840123123;Haar;2290;570;7210;6820
091840130130;Ismaning;2290;640;10410;5650
091840131131;Kirchheim b.München;1270;570;6980;5020
091840134134;Oberhaching;1590;690;5450;4320
091840135135;Oberschleißheim;1120;310;4990;4270
091840136136;Ottobrunn;1770;900;9160;7370
091840138138;Planegg;1110;480;8460;3830
091840145145;Taufkirchen;1170;570;4520;6640
091840146146;Neubiberg;1030;500;8270;5020
091840148148;Unterhaching;1870;600;6400;9240
091840149149;Unterschleißheim, St;3480;750;13980;10050
091850149149;Neuburg a.d.Donau, GKSt;8240;960;9270;5340
091850158158;Schrobenhausen, St;4280;750;5140;3280
091860137137;Manching, M;1690;340;7130;4190
091860143143;Pfaffenhofen a.d.Ilm, St;5380;880;6860;6820
091860162162;Wolnzach, M;1980;530;2600;3390
091870117117;Bad Aibling, St;2860;680;5030;5220
091870122122;Bruckmühl, M;2600;630;3300;4920
091870130130;Feldkirchen-Westerham;1330;700;2100;3240
091870150150;Kolbermoor, St;2170;730;3990;6660
091870162162;Prien a.Chiemsee, M;2010;560;4220;2260
091870165165;Raubling;1650;640;4040;3640
091870182182;Wasserburg a.Inn, St;3270;470;8190;2730
091880120120;Gauting;2140;1020;3810;6510
091880121121;Gilching;2020;820;4330;6570
091880124124;Herrsching a.Ammersee;1500;560;2840;3040
091880139139;Starnberg, St;4510;1310;9050;5530
091890154154;Traunreut, St;5620;830;7900;3600
091890155155;Traunstein, GKSt;5080;800;12120;3680
091890157157;Trostberg, St;2280;390;3480;2960
091900139139;Peißenberg, M;2190;350;2330;3970
091900140140;Peiting, M;2120;430;2660;3030
091900141141;Penzberg, St;4880;310;6200;3290
091900148148;Schongau, St;3140;330;6500;2460
091900157157;Weilheim i.OB, St;4750;770;8510;5430
092610000000;Landshut;18110;1540;27450;11830
092620000000;Passau;15970;1480;24550;5570
092630000000;Straubing;14450;1520;21170;5910
092710119119;Deggendorf, GKSt;8910;1030;16350;6230
092710141141;Osterhofen, St;2200;330;2610;3510
092710146146;Plattling, St;2810;360;7470;3010
092720151151;Waldkirchen, St;2340;320;2640;3010
092730111111;Abensberg, St;2810;410;3260;3610
092730116116;Bad Abbach, M;1230;380;1480;4730
092730137137;Kelheim, St;3200;680;4840;3890
092730147147;Mainburg, St;3140;450;3550;3700
092730152152;Neustadt a.d.Donau, St;3640;390;6120;2870
092740113113;Altdorf, M;830;350;2000;4670
092740126126;Ergolding, M;1340;470;3900;4640
092740128128;Essenbach, M;1440;380;3660;4490
092740184184;Vilsbiburg, St;2740;480;5360;2540
092750126126;Hauzenberg, St;2000;790;2350;3190
092750141141;Pocking, St;2410;560;2990;4670
092750154154;Vilshofen an der Donau, St;3030;1060;4230;3980
092760138138;Regen, St;2730;400;5190;2390
092770116116;Eggenfelden, St;3730;310;6840;2310
092770138138;Pfarrkirchen, St;2860;500;5110;2580
092780118118;Bogen, St;2010;190;4150;2920
092790112112;Dingolfing, St;5960;320;22740;3030
092790122122;Landau a.d.Isar, St;2830;400;3660;3240
093610000000;Amberg;13260;1130;17950;6080
093620000000;Regensburg;47090;5580;77800;16080
093630000000;Weiden i.d.OPf.;13230;1310;18880;6070
093710151151;Sulzbach-Rosenberg, St;5410;310;5700;4090
093720116116;Cham, St;5020;470;12340;3250
093720153153;Roding, St;3680;300;6740;2460
093730147147;Neumarkt i.d.OPf., GKSt;12480;920;13550;6990
093750165165;Lappersdorf, M;790;550;1470;5250
093750174174;Neutraubling, St;2420;490;12350;3870
093750190190;Regenstauf, M;2060;520;3640;5440
093760119119;Burglengenfeld, St;1790;370;2960;4010
093760141141;Maxhütte-Haidhof, St;1230;190;2230;4130
093760161161;Schwandorf, GKSt;6880;700;8710;6240
094610000000;Bamberg;23060;1700;39830;11090
094620000000;Bayreuth;24040;2350;30940;6690
094630000000;Coburg;12760;1340;24900;5910
094640000000;Hof;13700;810;15960;5370
094710145145;Hirschaid, M;1830;480;3170;4170
094720175175;Pegnitz, St;3240;310;4490;3150
094730151151;Neustadt b.Coburg, GKSt;3260;610;3220;3540
094730159159;Rödental, St;1950;290;3280;4710
094740126126;Forchheim, GKSt;6700;890;9700;7790
094750154154;Münchberg, St;2220;400;3430;2320
094760145145;Kronach, St;4630;500;10050;3540
094770128128;Kulmbach, GKSt;7910;1010;9910;4210
094780139139;Lichtenfels, St;4440;430;5220;5280
094780165165;Bad Staffelstein, St;2050;430;2800;3020
094790136136;Marktredwitz, GKSt;4590;600;6970;2950
094790152152;Selb, GKSt;4570;260;3610;2360
095610000000;Ansbach;13070;830;19070;5920
095620000000;Erlangen;33310;3370;63250;16900
095630000000;Fürth;21040;3010;31040;36360
095640000000;Nürnberg;172410;14300;155170;56390
095650000000;Schwabach;7870;1130;10140;10500
095710136136;Dinkelsbühl, GKSt;2940;370;4330;2500
095710145145;Feuchtwangen, St;3670;380;4590;2520
095710193193;Rothenburg ob der Tauber, GKSt;3520;590;5340;1800
095720121121;Eckental, M;1620;440;2600;5340
095720132132;Herzogenaurach, St;6080;530;14760;5430
095720135135;Höchstadt a.d.Aisch, St;2570;330;4400;4130
095730114114;Cadolzburg, M;1240;250;2360;4090
095730120120;Langenzenn, St;1570;250;2690;3560
095730122122;Oberasbach, St;1180;570;1710;7090
095730127127;Stein, St;970;440;2430;5160
095730134134;Zirndorf, St;2870;660;5260;9970
095740112112;Altdorf b.Nürnberg, St;2790;550;4990;4680
095740117117;Burgthann;810;290;1130;4810
095740123123;Feucht, M;1350;360;2950;4610
095740132132;Hersbruck, St;2310;500;4320;3270
095740138138;Lauf a.d.Pegnitz, St;5140;510;9500;7560
095740152152;Röthenbach a.d.Pegnitz, St;1420;290;3760;4120
095750112112;Bad Windsheim, St;3480;220;3890;2470
095750153153;Neustadt a.d.Aisch, St;2990;350;5130;3290
095760127127;Hilpoltstein, St;2700;680;2980;3640
095760143143;Roth, St;5300;620;8470;7050
095760151151;Wendelstein, M;1780;590;3450;5610
095770136136;Gunzenhausen, St;4190;840;4470;2950
095770173173;Treuchtlingen, St;2170;360;2770;3530
095770177177;Weißenburg i.Bay., GKSt;4940;580;7130;3270
096610000000;Aschaffenburg;18330;2560;33930;14000
096620000000;Schweinfurt;15820;1950;45160;6370
096630000000;Würzburg;42100;3320;61570;17380
096710111111;Alzenau, St;3420;820;7090;5670
096710122122;Großostheim, M;2450;550;4610;5630
096710130130;Hösbach, M;1500;460;3240;4840
096710143143;Mömbris, M;1450;370;1220;4540
096720114114;Bad Kissingen, GKSt;5330;470;9140;3560
096720127127;Hammelburg, St;2560;350;4140;2540
096730114114;Bad Neustadt a.d.Saale, St;4930;420;13050;2270
096740147147;Haßfurt, St;3020;530;7130;3300
096750141141;Kitzingen, GKSt;4820;460;9420;4680
096770131131;Gemünden a.Main, St;1530;460;2660;3100
096770148148;Karlstadt, St;2570;720;3410;4380
096770155155;Lohr a.Main, St;4810;910;9120;2090
096770157157;Marktheidenfeld, St;2560;780;8450;2270
096780193193;Werneck, M;1840;150;2380;3520
096790170170;Ochsenfurt, St;2000;190;3540;3230
097610000000;Augsburg;88920;8020;76290;39880
097620000000;Kaufbeuren;12270;1000;9170;7120
097630000000;Kempten (Allgäu);20890;1480;21960;9720
097640000000;Memmingen;14950;1190;20030;5430
097710113113;Aichach, St;4750;930;5790;5000
097710130130;Friedberg, St;4470;970;7950;9590
097710142142;Kissing;970;440;1910;4460
097715705146;Mering, M;1220;600;2100;5190
097720125125;Bobingen, St;2390;460;3930;5390
097720147147;Gersthofen, St;3320;350;12560;7030
097720163163;Königsbrunn, St;3790;680;6690;9750
097720177177;Meitingen, M;1800;260;3820;3640
097720184184;Neusäß, St;2030;710;5130;8060
097720200200;Schwabmünchen, St;2550;540;3930;3950
097720202202;Stadtbergen, St;790;440;2270;5990
097730125125;Dillingen a.d.Donau, GKSt;4770;410;8110;4110
097730144144;Lauingen (Donau), St;2060;200;3100;3170
097740135135;Günzburg, GKSt;4820;420;10290;4200
097740150150;Krumbach (Schwaben), St;3090;450;4890;2900
097750129129;Illertissen, St;3060;550;5320;4750
097750135135;Neu-Ulm, GKSt;9120;1090;20750;17070
097750152152;Senden, St;2920;540;4360;7900
097750162162;Vöhringen, St;2020;180;3600;4370
097750164164;Weißenhorn, St;2720;420;4400;3930
097760116116;Lindau (Bodensee), GKSt;7520;1070;7820;3780
097760117117;Lindenberg i.Allgäu, St;3210;320;4020;2300
097770129129;Füssen, St;4250;360;4350;2550
097770151151;Marktoberdorf, St;4960;430;5650;3430
097775748121;Buchloe, St;2150;400;3330;3880
097780116116;Bad Wörishofen, St;3210;580;4020;2680
097780173173;Mindelheim, St;4120;530;6480;2710
097790131131;Donauwörth, GKSt;5300;450;12670;3940
097790194194;Nördlingen, GKSt;5730;1120;8270;3580
097800124124;Immenstadt i.Allgäu, St;3750;410;5720;3100
097800139139;Sonthofen, St;5260;450;5590;5110
100410100100;Saarbrücken, Landeshauptstadt;55840;4670;66500;21520
100410511511;Friedrichsthal, Stadt;930;320;1970;3890
100410513513;Heusweiler;1920;420;2770;6430
100410514514;Kleinblittersdorf;1470;290;1530;3500
100410515515;Püttlingen, Stadt;2360;/;3220;6620
100410516516;Quierschied;1040;230;1730;5230
100410517517;Riegelsberg;920;350;1560;5960
100410518518;Sulzbach/ Saar, Stadt;2170;260;7120;4980
100410519519;Völklingen, Stadt;6200;940;11120;10190
100420111111;Beckingen;1480;450;1130;5850
100420112112;Losheim am See;2620;370;3120;4950
100420113113;Merzig, Kreisstadt;6730;760;8470;6880
100420114114;Mettlach;1600;360;2580;4250
100420116116;Wadern, Stadt;3210;610;3760;4410
100430111111;Eppelborn;2110;490;1400;6470
100430112112;Illingen;2050;370;2780;5870
100430113113;Merchweiler;1010;/;1150;3550
100430114114;Neunkirchen, Kreisstadt;9740;530;16210;10640
100430115115;Ottweiler, Stadt;1820;290;2700;5000
100430116116;Schiffweiler;1420;290;1660;5940
100430117117;Spiesen-Elversberg;1120;260;2030;4900
100440111111;Dillingen/ Saar, Stadt;3270;420;12090;5560
100440112112;Lebach, Stadt;2480;360;4810;6050
100440114114;Rehlingen-Siersburg;1390;370;1220;5670
100440115115;Saarlouis, Kreisstadt;8170;660;23770;7540
100440116116;Saarwellingen;1120;280;3510;4890
100440117117;Schmelz;2100;430;2250;5380
100440118118;Schwalbach;1320;380;1550;6400
100440119119;Überherrn;1330;170;2230;4330
100440120120;Wadgassen;1460;640;1490;6300
100450111111;Bexbach, Stadt;2160;290;3240;6230
100450112112;Blieskastel, Stadt;3180;630;3130;6800
100450114114;Homburg, Kreisstadt;11780;640;23520;6780
100450115115;Kirkel;940;320;2870;3850
100450116116;Mandelbachtal;900;320;690;4030
100450117117;St. Ingbert, Stadt;8040;690;11780;9020
100460112112;Marpingen;1020;160;870;4030
100460114114;Nohfelden;1200;360;1490;3540
100460117117;St. Wendel, Kreisstadt;6320;390;10160;6160
100460118118;Tholey;1690;260;1690;4230
110000000000;Berlin, Stadt;1321880;110490;282510;141070
120510000000;Brandenburg an der Havel, Stadt;23470;1580;12380;8840
120520000000;Cottbus, Stadt;34970;2430;23430;11490
120530000000;Frankfurt (Oder), Stadt;21060;1160;12880;5930
120540000000;Potsdam, Stadt;48220;3980;48790;32420
120600005005;Ahrensfelde;1140;390;4260;6830
120600020020;Bernau bei Berlin, Stadt;5760;1020;7720;11900
120600052052;Eberswalde, Stadt;10550;760;10360;5930
120600181181;Panketal;1130;530;1590;9290
120600198198;Schorfheide;1360;460;1710;3590
120600269269;Wandlitz;2680;810;1930;7740
120610260260;Königs Wusterhausen, Stadt;4700;1080;7270;11080
120610316316;Lübben (Spreewald), Stadt;3320;500;4280;3020
120610320320;Luckau, Stadt;2260;230;2260;2450
120610433433;Schönefeld;1020;360;9370;5720
120610572572;Zeuthen;650;230;2070;4390
120620024024;Bad Liebenwerda, Stadt;2130;240;1640;2520
120620140140;Finsterwalde, Stadt;4450;280;4610;2510
120620224224;Herzberg (Elster), Stadt;2560;310;2810;1690
120630036036;Brieselang;1050;340;1510;4570
120630080080;Falkensee, Stadt;5010;1350;5070;14150
120630208208;Nauen, Stadt;3500;250;5480;4540
120630252252;Rathenow, Stadt;6590;720;4360;3990
120640044044;Bad Freienwalde (Oder), Stadt;2760;310;2240;2630
120640136136;Fredersdorf-Vogelsdorf;1060;350;1680;5710
120640227227;Hoppegarten;1120;1030;6070;7670
120640336336;Neuenhagen bei Berlin;1400;370;3530;7470
120640380380;Petershagen/Eggersdorf;980;460;980;6250
120640428428;Rüdersdorf bei Berlin;2660;410;3990;4500
120640472472;Strausberg, Stadt;5160;610;6940;6920
120650096096;Glienicke/Nordbahn;690;490;1590;4830
120650136136;Hennigsdorf, Stadt;4040;580;8970;7770
120650144144;Hohen Neuendorf, Stadt;1880;980;2640;10200
120650225225;Mühlenbecker Land;840;430;1570;6700
120650251251;Oberkrämer;810;260;1510;4770
120650256256;Oranienburg, Stadt;8390;1110;9500;11830
120650332332;Velten, Stadt;1370;260;4190;4250
120650356356;Zehdenick, Stadt;2760;230;1690;3490
120660112112;Großräschen, Stadt;1800;180;1920;2270
120660176176;Lauchhammer, Stadt;2890;630;2920;3380
120660196196;Lübbenau/Spreewald, Stadt;3800;340;3370;3330
120660304304;Senftenberg, Stadt;5740;840;7290;4580
120670120120;Eisenhüttenstadt, Stadt;9250;580;7180;2720
120670124124;Erkner, Stadt;1460;200;2540;4120
120670144144;Fürstenwalde/Spree, Stadt;7760;710;8570;6320
120670440440;Schöneiche bei Berlin;1050;280;1590;4990
120680320320;Neuruppin, Stadt;10710;390;7030;3980
120680468468;Wittstock/Dosse, Stadt;4240;290;2680;2750
120690017017;Beelitz, Stadt;2000;400;3430;4310
120690020020;Bad Belzig, Stadt;2510;380;2190;2730
120690304304;Kleinmachnow;1100;1120;4470;7410
120690306306;Kloster Lehnin;1700;360;2100;4140
120690397397;Michendorf;950;440;1920;5120
120690590590;Schwielowsee;970;370;2510;4090
120690604604;Stahnsdorf;1170;390;3950;6340
120690616616;Teltow, Stadt;2310;600;8230;9000
120690656656;Werder (Havel), Stadt;3730;730;4790;8310
120700296296;Perleberg, Stadt;3370;440;3760;2050
120700316316;Pritzwalk, Stadt;3260;320;2540;2410
120700424424;Wittenberge, Stadt;4680;280;3480;2630
120710076076;Forst (Lausitz), Stadt;4470;570;2700;3600
120710160160;Guben, Stadt;5070;490;2340;2540
120710372372;Spremberg, Stadt;6100;880;5600;4560
120720017017;Blankenfelde-Mahlow;2490;530;5920;11300
120720169169;Jüterbog, Stadt;2520;160;2050;3190
120720232232;Luckenwalde, Stadt;5510;370;5710;3900
120720240240;Ludwigsfelde, Stadt;5160;810;9040;7000
120720340340;Rangsdorf;1110;330;3070;4230
120720477477;Zossen, Stadt;2290;390;3910;6210
120730008008;Angermünde, Stadt;3090;360;2170;3220
120730452452;Prenzlau, Stadt;6040;570;6130;2200
120730532532;Schwedt/Oder, Stadt;10870;620;5440;2830
120730572572;Templin, Stadt;4620;290;2240;2740
130010000000;Greifswald, Hansestadt;19190;1250;13930;5840
130020000000;Neubrandenburg, Stadt;23900;970;17760;5960
130030000000;Rostock, Hansestadt;73010;3420;36410;19520
130040000000;Schwerin, Landeshauptstadt;31990;1850;26340;9960
130050000000;Stralsund, Hansestadt;18400;930;14180;5440
130060000000;Wismar, Hansestadt;12270;460;9360;5680
130510004004;Bad Doberan, Stadt;2090;210;3970;2950
130520018018;Demmin, Hansestadt;2800;270;3310;1500
130530031031;Güstrow, Stadt;8310;430;6990;4240
130540013013;Boizenburg/ Elbe, Stadt;2150;130;2080;2780
130540043043;Hagenow, Stadt;2760;250;4530;2560
130540069069;Ludwigslust, Stadt;2900;480;4640;2340
130550050050;Neustrelitz, Stadt;6130;340;4960;2700
130560072072;Waren (Müritz), Stadt;6780;370;5520;2660
130570036036;Grimmen, Stadt;2370;130;2680;1730
130575725074;Ribnitz-Damgarten, Stadt;3760;310;3020;3120
130580034034;Grevesmühlen, Stadt;2310;240;2960;2710
130590002002;Anklam, Stadt;3630;/;3430;1720
130595922101;Wolgast, Stadt;2270;250;3060;2370
130600056056;Parchim, Stadt;4950;560;5570;2410
130610035035;Sassnitz, Stadt;2540;150;2040;1910
130615120004;Bergen auf Rügen, Stadt;3500;300;3610;3330
130620043043;Pasewalk, Stadt;2800;260;4780;1570
130620059059;Ueckermünde, Stadt;2260;140;2170;1460
145110000000;Chemnitz, Stadt;80860;7310;52430;24680
145210020020;Annaberg-Buchholz, Stadt;5320;550;7290;4150
145210030030;Aue, Stadt;3090;360;7980;3820
145210450450;Oelsnitz/Erzgeb., Stadt;1810;330;1870;3720
145210460460;Olbernhau, Stadt;2410;240;2710;1820
145210530530;Schneeberg, Stadt;2550;280;1800;4270
145210550550;Schwarzenberg/Erzgeb., Stadt;3840;400;4370;4500
